Day;CountryISO;City;Article;Amount
12/02/2006;NLD;Amsterdam;3;1450.0
03/12/2006;NLD;Amsterdam;2;250.0
07/11/2007;NLD;Amsterdam;2;250.0
06/07/2007;NLD;Amsterdam;3;1450.0
10/13/2007;NLD;Amsterdam;4;2450.0
04/04/2007;NLD;Amsterdam;2;250.0
12/14/2007;NLD;Amsterdam;3;1450.0
05/02/2007;NLD;Amsterdam;2;250.0
01/06/2007;NLD;Amsterdam;2;250.0
08/03/2008;NLD;Amsterdam;2;250.0
01/01/2008;NLD;Amsterdam;3;1450.0
09/15/2008;NLD;Amsterdam;4;2450.0
02/11/2008;NLD;Amsterdam;2;250.0
01/06/2008;NLD;Amsterdam;3;1450.0
11/06/2008;NLD;Amsterdam;2;250.0
07/03/2008;NLD;Amsterdam;2;250.0
07/11/2008;NLD;Amsterdam;2;250.0
10/04/2009;NLD;Amsterdam;2;250.0
07/14/2009;NLD;Amsterdam;3;1450.0
11/03/2009;NLD;Amsterdam;4;2450.0
04/08/2009;NLD;Amsterdam;2;250.0
09/11/2009;NLD;Amsterdam;3;1450.0
09/12/2009;NLD;Amsterdam;2;250.0
06/10/2009;NLD;Amsterdam;2;250.0
12/08/2010;NLD;Amsterdam;2;250.0
06/11/2010;NLD;Amsterdam;3;1450.0
09/12/2010;NLD;Amsterdam;4;2450.0
10/07/2010;NLD;Amsterdam;2;250.0
03/07/2010;NLD;Amsterdam;3;1450.0
02/03/2010;NLD;Amsterdam;2;250.0
07/11/2010;NLD;Amsterdam;2;250.0
02/11/2010;NLD;Amsterdam;2;250.0
06/10/2005;MYS;Kuala Lumpur;2;250.0
08/09/2005;MYS;Kuala Lumpur;3;1450.0
06/05/2005;MYS;Kuala Lumpur;2;250.0
12/13/2005;MYS;Kuala Lumpur;2;250.0
05/12/2005;MYS;Kuala Lumpur;2;250.0
12/05/2005;MYS;Kuala Lumpur;2;250.0
10/10/2005;MYS;Kuala Lumpur;2;250.0
03/12/2006;MYS;Kuala Lumpur;2;250.0
12/13/2006;MYS;Kuala Lumpur;3;1450.0
02/14/2006;MYS;Kuala Lumpur;2;250.0
11/02/2006;MYS;Kuala Lumpur;2;250.0
05/14/2006;MYS;Kuala Lumpur;2;250.0
07/07/2006;MYS;Kuala Lumpur;2;250.0
08/03/2006;MYS;Kuala Lumpur;2;250.0
05/08/2006;MYS;Kuala Lumpur;2;250.0
10/11/2007;MYS;Kuala Lumpur;2;250.0
07/15/2007;MYS;Kuala Lumpur;3;1450.0
05/11/2007;MYS;Kuala Lumpur;2;250.0
11/06/2007;MYS;Kuala Lumpur;3;1450.0
04/12/2008;MYS;Kuala Lumpur;2;250.0
02/09/2008;MYS;Kuala Lumpur;3;1450.0
07/14/2008;MYS;Kuala Lumpur;2;250.0
10/01/2008;MYS;Kuala Lumpur;3;1450.0
12/08/2008;MYS;Kuala Lumpur;2;250.0
02/12/2009;MYS;Kuala Lumpur;2;250.0
11/12/2009;MYS;Kuala Lumpur;3;1450.0
01/07/2009;MYS;Kuala Lumpur;2;250.0
10/04/2009;MYS;Kuala Lumpur;3;1450.0
06/04/2009;MYS;Kuala Lumpur;2;250.0
03/10/2010;MYS;Kuala Lumpur;2;250.0
04/10/2010;MYS;Kuala Lumpur;3;1450.0
03/07/2010;MYS;Kuala Lumpur;2;250.0
02/04/2010;MYS;Kuala Lumpur;3;1450.0
04/04/2010;MYS;Kuala Lumpur;2;250.0
06/15/2010;MYS;Kuala Lumpur;2;250.0
09/14/2005;TUR;Ankara;2;250.0
08/11/2005;TUR;Ankara;3;1450.0
09/03/2005;TUR;Ankara;4;2450.0
09/01/2005;TUR;Ankara;2;250.0
01/02/2005;TUR;Ankara;3;1450.0
11/09/2005;TUR;Ankara;2;250.0
08/10/2005;TUR;Ankara;2;250.0
08/12/2005;TUR;Ankara;2;250.0
11/12/2005;TUR;Ankara;2;250.0
05/08/2005;TUR;Ankara;2;250.0
04/14/2005;TUR;Ankara;2;250.0
07/13/2006;TUR;Ankara;2;250.0
01/06/2006;TUR;Ankara;3;1450.0
03/10/2006;TUR;Ankara;4;2450.0
08/11/2006;TUR;Ankara;2;250.0
02/01/2006;TUR;Ankara;3;1450.0
02/05/2006;TUR;Ankara;2;250.0
08/09/2006;TUR;Ankara;3;1450.0
11/01/2006;TUR;Ankara;2;250.0
08/06/2006;TUR;Ankara;2;250.0
01/06/2007;TUR;Ankara;2;250.0
09/03/2007;TUR;Ankara;3;1450.0
01/07/2007;TUR;Ankara;4;2450.0
09/08/2007;TUR;Ankara;2;250.0
01/04/2007;TUR;Ankara;3;1450.0
01/15/2007;TUR;Ankara;4;2450.0
07/01/2007;TUR;Ankara;2;250.0
12/12/2007;TUR;Ankara;2;250.0
09/13/2008;TUR;Ankara;2;250.0
06/03/2008;TUR;Ankara;3;1450.0
11/10/2008;TUR;Ankara;4;2450.0
11/01/2008;TUR;Ankara;5;4950.0
11/06/2009;TUR;Ankara;2;250.0
09/08/2009;TUR;Ankara;3;1450.0
12/07/2009;TUR;Ankara;4;2450.0
04/05/2009;TUR;Ankara;2;250.0
12/10/2009;TUR;Ankara;3;1450.0
02/15/2009;TUR;Ankara;4;2450.0
12/01/2009;TUR;Ankara;2;250.0
11/12/2010;TUR;Ankara;2;250.0
01/10/2010;TUR;Ankara;3;1450.0
12/11/2010;TUR;Ankara;4;2450.0
06/05/2010;TUR;Ankara;5;4950.0
11/11/2010;TUR;Ankara;2;250.0
02/11/2010;TUR;Ankara;2;250.0
12/09/2005;POL;Warsaw;2;250.0
01/03/2005;POL;Warsaw;3;1450.0
11/04/2005;POL;Warsaw;4;2450.0
04/12/2005;POL;Warsaw;2;250.0
05/01/2005;POL;Warsaw;2;250.0
02/13/2005;POL;Warsaw;2;250.0
09/14/2005;POL;Warsaw;2;250.0
02/06/2006;POL;Warsaw;2;250.0
09/02/2006;POL;Warsaw;3;1450.0
07/12/2006;POL;Warsaw;4;2450.0
03/10/2006;POL;Warsaw;2;250.0
04/13/2006;POL;Warsaw;2;250.0
09/10/2006;POL;Warsaw;2;250.0
11/08/2006;POL;Warsaw;2;250.0
06/13/2006;POL;Warsaw;2;250.0
07/01/2006;POL;Warsaw;2;250.0
03/10/2007;POL;Warsaw;2;250.0
09/13/2007;POL;Warsaw;3;1450.0
08/04/2007;POL;Warsaw;4;2450.0
02/02/2007;POL;Warsaw;2;250.0
05/08/2007;POL;Warsaw;3;1450.0
10/08/2007;POL;Warsaw;2;250.0
04/14/2008;POL;Warsaw;2;250.0
09/14/2008;POL;Warsaw;3;1450.0
11/15/2008;POL;Warsaw;4;2450.0
06/10/2008;POL;Warsaw;2;250.0
08/11/2008;POL;Warsaw;3;1450.0
04/10/2008;POL;Warsaw;2;250.0
06/06/2008;POL;Warsaw;2;250.0
07/11/2008;POL;Warsaw;2;250.0
09/10/2009;POL;Warsaw;2;250.0
03/11/2009;POL;Warsaw;3;1450.0
10/10/2009;POL;Warsaw;4;2450.0
04/11/2009;POL;Warsaw;2;250.0
05/01/2009;POL;Warsaw;3;1450.0
09/07/2009;POL;Warsaw;2;250.0
09/15/2009;POL;Warsaw;2;250.0
09/13/2009;POL;Warsaw;2;250.0
02/12/2009;POL;Warsaw;2;250.0
04/07/2010;POL;Warsaw;2;250.0
01/15/2010;POL;Warsaw;3;1450.0
09/02/2010;POL;Warsaw;4;2450.0
08/01/2010;POL;Warsaw;2;250.0
10/06/2010;POL;Warsaw;3;1450.0
08/03/2010;POL;Warsaw;2;250.0
11/05/2010;POL;Warsaw;2;250.0
10/08/2010;POL;Warsaw;2;250.0
11/12/2010;POL;Warsaw;2;250.0
01/11/2010;POL;Warsaw;2;250.0
12/05/2005;USA;Washington;2;250.0
11/03/2005;USA;Washington;3;1450.0
05/04/2005;USA;Washington;4;2450.0
07/07/2005;USA;Washington;5;4950.0
08/15/2005;USA;Washington;1;6850.0
05/01/2005;USA;Washington;2;250.0
08/05/2005;USA;Washington;3;1450.0
02/02/2005;USA;Washington;4;2450.0
12/15/2005;USA;Washington;5;4950.0
12/02/2005;USA;Washington;1;6850.0
11/01/2005;USA;Washington;2;250.0
06/03/2005;USA;Washington;3;1450.0
04/01/2005;USA;Washington;4;2450.0
01/12/2005;USA;Washington;5;4950.0
03/12/2005;USA;Washington;1;6850.0
05/01/2005;USA;Washington;2;250.0
02/08/2005;USA;Washington;3;1450.0
05/01/2005;USA;Washington;4;2450.0
05/10/2005;USA;Washington;5;4950.0
02/02/2005;USA;Washington;1;6850.0
11/08/2005;USA;Washington;2;250.0
04/09/2005;USA;Washington;3;1450.0
10/07/2005;USA;Washington;4;2450.0
02/10/2005;USA;Washington;5;4950.0
11/05/2005;USA;Washington;1;6850.0
11/07/2005;USA;Washington;2;250.0
05/07/2005;USA;Washington;3;1450.0
12/15/2005;USA;Washington;4;2450.0
03/11/2005;USA;Washington;5;4950.0
05/12/2005;USA;Washington;1;6850.0
05/04/2005;USA;Washington;2;250.0
05/03/2005;USA;Washington;3;1450.0
12/04/2005;USA;Washington;4;2450.0
11/06/2005;USA;Washington;5;4950.0
12/12/2005;USA;Washington;1;6850.0
08/03/2005;USA;Washington;2;250.0
02/12/2005;USA;Washington;3;1450.0
03/01/2005;USA;Washington;4;2450.0
11/04/2005;USA;Washington;5;4950.0
06/06/2005;USA;Washington;2;250.0
01/04/2005;USA;Washington;3;1450.0
07/15/2005;USA;Washington;4;2450.0
09/01/2005;USA;Washington;2;250.0
06/06/2005;USA;Washington;2;250.0
09/12/2005;USA;Washington;2;250.0
11/04/2005;USA;Washington;2;250.0
05/13/2005;USA;Washington;2;250.0
07/12/2006;USA;Washington;2;250.0
09/05/2006;USA;Washington;3;1450.0
05/11/2006;USA;Washington;4;2450.0
09/09/2006;USA;Washington;5;4950.0
09/07/2006;USA;Washington;1;6850.0
12/15/2006;USA;Washington;2;250.0
09/15/2006;USA;Washington;3;1450.0
12/04/2006;USA;Washington;4;2450.0
07/01/2006;USA;Washington;5;4950.0
04/05/2006;USA;Washington;1;6850.0
03/15/2006;USA;Washington;2;250.0
06/07/2006;USA;Washington;3;1450.0
08/04/2006;USA;Washington;4;2450.0
10/03/2006;USA;Washington;5;4950.0
02/04/2006;USA;Washington;1;6850.0
12/15/2006;USA;Washington;2;250.0
10/14/2006;USA;Washington;3;1450.0
02/01/2006;USA;Washington;4;2450.0
12/14/2006;USA;Washington;5;4950.0
11/11/2006;USA;Washington;1;6850.0
03/13/2006;USA;Washington;2;250.0
02/01/2006;USA;Washington;3;1450.0
02/14/2006;USA;Washington;4;2450.0
07/13/2006;USA;Washington;5;4950.0
09/13/2006;USA;Washington;1;6850.0
02/08/2006;USA;Washington;2;250.0
08/03/2006;USA;Washington;3;1450.0
01/12/2006;USA;Washington;4;2450.0
10/02/2006;USA;Washington;5;4950.0
09/12/2006;USA;Washington;1;6850.0
07/11/2006;USA;Washington;2;250.0
04/13/2006;USA;Washington;3;1450.0
12/14/2006;USA;Washington;4;2450.0
08/05/2006;USA;Washington;5;4950.0
08/12/2006;USA;Washington;1;6850.0
06/08/2006;USA;Washington;2;250.0
10/06/2006;USA;Washington;3;1450.0
05/03/2006;USA;Washington;4;2450.0
06/09/2006;USA;Washington;5;4950.0
05/05/2006;USA;Washington;1;6850.0
11/03/2006;USA;Washington;2;250.0
04/05/2006;USA;Washington;3;1450.0
08/04/2006;USA;Washington;4;2450.0
08/11/2006;USA;Washington;2;250.0
07/05/2006;USA;Washington;3;1450.0
11/12/2006;USA;Washington;2;250.0
09/13/2006;USA;Washington;2;250.0
08/08/2007;USA;Washington;2;250.0
11/15/2007;USA;Washington;3;1450.0
04/13/2007;USA;Washington;4;2450.0
04/14/2007;USA;Washington;5;4950.0
01/12/2007;USA;Washington;1;6850.0
06/06/2007;USA;Washington;2;250.0
03/02/2007;USA;Washington;3;1450.0
07/11/2007;USA;Washington;4;2450.0
12/15/2007;USA;Washington;5;4950.0
02/04/2007;USA;Washington;1;6850.0
09/03/2007;USA;Washington;2;250.0
01/01/2007;USA;Washington;3;1450.0
02/04/2007;USA;Washington;4;2450.0
01/02/2007;USA;Washington;5;4950.0
05/06/2007;USA;Washington;1;6850.0
04/08/2007;USA;Washington;2;250.0
04/02/2007;USA;Washington;3;1450.0
11/04/2007;USA;Washington;4;2450.0
04/14/2007;USA;Washington;5;4950.0
07/07/2007;USA;Washington;1;6850.0
03/05/2007;USA;Washington;2;250.0
06/09/2007;USA;Washington;3;1450.0
04/07/2007;USA;Washington;4;2450.0
12/15/2007;USA;Washington;5;4950.0
02/12/2007;USA;Washington;1;6850.0
03/11/2007;USA;Washington;2;250.0
12/06/2007;USA;Washington;3;1450.0
09/13/2007;USA;Washington;4;2450.0
01/04/2007;USA;Washington;5;4950.0
10/04/2007;USA;Washington;1;6850.0
07/10/2007;USA;Washington;2;250.0
08/14/2007;USA;Washington;3;1450.0
12/12/2007;USA;Washington;4;2450.0
09/05/2007;USA;Washington;5;4950.0
08/11/2007;USA;Washington;1;6850.0
05/12/2007;USA;Washington;2;250.0
01/10/2007;USA;Washington;3;1450.0
05/02/2007;USA;Washington;4;2450.0
09/04/2007;USA;Washington;5;4950.0
11/11/2007;USA;Washington;1;6850.0
08/01/2007;USA;Washington;2;250.0
12/14/2007;USA;Washington;3;1450.0
04/07/2007;USA;Washington;4;2450.0
11/06/2007;USA;Washington;5;4950.0
10/15/2007;USA;Washington;2;250.0
01/11/2007;USA;Washington;3;1450.0
04/15/2007;USA;Washington;2;250.0
02/06/2007;USA;Washington;3;1450.0
02/01/2007;USA;Washington;2;250.0
08/08/2007;USA;Washington;2;250.0
11/13/2008;USA;Washington;2;250.0
11/02/2008;USA;Washington;3;1450.0
01/10/2008;USA;Washington;4;2450.0
09/01/2008;USA;Washington;5;4950.0
12/10/2008;USA;Washington;1;6850.0
09/11/2008;USA;Washington;2;250.0
11/07/2008;USA;Washington;3;1450.0
11/10/2008;USA;Washington;4;2450.0
05/12/2008;USA;Washington;5;4950.0
07/14/2008;USA;Washington;1;6850.0
08/13/2008;USA;Washington;2;250.0
12/15/2008;USA;Washington;3;1450.0
03/05/2008;USA;Washington;4;2450.0
06/12/2008;USA;Washington;5;4950.0
10/08/2008;USA;Washington;1;6850.0
08/15/2008;USA;Washington;2;250.0
05/04/2008;USA;Washington;3;1450.0
09/10/2008;USA;Washington;4;2450.0
12/07/2008;USA;Washington;5;4950.0
11/12/2008;USA;Washington;1;6850.0
08/08/2008;USA;Washington;2;250.0
03/01/2008;USA;Washington;3;1450.0
08/02/2008;USA;Washington;4;2450.0
03/13/2008;USA;Washington;5;4950.0
11/11/2008;USA;Washington;1;6850.0
12/03/2008;USA;Washington;2;250.0
01/06/2008;USA;Washington;3;1450.0
12/11/2008;USA;Washington;4;2450.0
06/03/2008;USA;Washington;5;4950.0
05/09/2008;USA;Washington;1;6850.0
07/13/2008;USA;Washington;2;250.0
04/12/2008;USA;Washington;3;1450.0
08/14/2008;USA;Washington;4;2450.0
07/08/2008;USA;Washington;5;4950.0
04/11/2008;USA;Washington;1;6850.0
03/07/2008;USA;Washington;2;250.0
09/01/2008;USA;Washington;3;1450.0
09/14/2008;USA;Washington;4;2450.0
01/07/2008;USA;Washington;5;4950.0
12/03/2008;USA;Washington;1;6850.0
07/07/2008;USA;Washington;2;250.0
11/02/2008;USA;Washington;3;1450.0
01/12/2008;USA;Washington;4;2450.0
01/15/2008;USA;Washington;5;4950.0
06/03/2008;USA;Washington;1;6850.0
10/02/2009;USA;Washington;2;250.0
10/09/2009;USA;Washington;3;1450.0
01/12/2009;USA;Washington;4;2450.0
01/10/2009;USA;Washington;5;4950.0
08/13/2009;USA;Washington;1;6850.0
09/15/2009;USA;Washington;2;250.0
11/05/2009;USA;Washington;3;1450.0
02/01/2009;USA;Washington;4;2450.0
07/02/2009;USA;Washington;5;4950.0
05/07/2009;USA;Washington;1;6850.0
07/05/2009;USA;Washington;2;250.0
09/11/2009;USA;Washington;3;1450.0
07/14/2009;USA;Washington;4;2450.0
12/04/2009;USA;Washington;5;4950.0
08/06/2009;USA;Washington;1;6850.0
09/11/2009;USA;Washington;2;250.0
06/09/2009;USA;Washington;3;1450.0
04/12/2009;USA;Washington;4;2450.0
09/14/2009;USA;Washington;5;4950.0
09/01/2009;USA;Washington;1;6850.0
12/07/2009;USA;Washington;2;250.0
01/04/2009;USA;Washington;3;1450.0
02/13/2009;USA;Washington;4;2450.0
06/03/2009;USA;Washington;5;4950.0
04/08/2009;USA;Washington;1;6850.0
02/04/2009;USA;Washington;2;250.0
04/10/2009;USA;Washington;3;1450.0
04/03/2009;USA;Washington;4;2450.0
01/09/2009;USA;Washington;5;4950.0
02/13/2009;USA;Washington;1;6850.0
08/08/2009;USA;Washington;2;250.0
07/01/2009;USA;Washington;3;1450.0
09/05/2009;USA;Washington;4;2450.0
07/08/2009;USA;Washington;5;4950.0
08/07/2009;USA;Washington;1;6850.0
08/10/2009;USA;Washington;2;250.0
06/02/2009;USA;Washington;3;1450.0
01/06/2009;USA;Washington;4;2450.0
05/13/2009;USA;Washington;5;4950.0
07/08/2009;USA;Washington;1;6850.0
01/13/2009;USA;Washington;2;250.0
05/12/2009;USA;Washington;3;1450.0
06/02/2009;USA;Washington;4;2450.0
01/08/2009;USA;Washington;5;4950.0
03/02/2009;USA;Washington;2;250.0
03/11/2009;USA;Washington;3;1450.0
08/14/2009;USA;Washington;4;2450.0
07/03/2009;USA;Washington;2;250.0
04/03/2010;USA;Washington;2;250.0
04/14/2010;USA;Washington;3;1450.0
06/03/2010;USA;Washington;4;2450.0
11/14/2010;USA;Washington;5;4950.0
05/11/2010;USA;Washington;1;6850.0
01/07/2010;USA;Washington;2;250.0
07/14/2010;USA;Washington;3;1450.0
04/10/2010;USA;Washington;4;2450.0
08/14/2010;USA;Washington;5;4950.0
06/12/2010;USA;Washington;1;6850.0
07/09/2010;USA;Washington;2;250.0
04/06/2010;USA;Washington;3;1450.0
07/14/2010;USA;Washington;4;2450.0
09/03/2010;USA;Washington;5;4950.0
03/15/2010;USA;Washington;1;6850.0
04/15/2010;USA;Washington;2;250.0
09/01/2010;USA;Washington;3;1450.0
06/12/2010;USA;Washington;4;2450.0
07/15/2010;USA;Washington;5;4950.0
09/07/2010;USA;Washington;1;6850.0
01/07/2010;USA;Washington;2;250.0
12/03/2010;USA;Washington;3;1450.0
10/10/2010;USA;Washington;4;2450.0
07/05/2010;USA;Washington;5;4950.0
03/05/2010;USA;Washington;1;6850.0
10/01/2010;USA;Washington;2;250.0
06/03/2010;USA;Washington;3;1450.0
07/03/2010;USA;Washington;4;2450.0
01/07/2010;USA;Washington;5;4950.0
07/07/2010;USA;Washington;1;6850.0
04/04/2010;USA;Washington;2;250.0
07/02/2010;USA;Washington;3;1450.0
02/02/2010;USA;Washington;4;2450.0
09/12/2010;USA;Washington;5;4950.0
04/03/2010;USA;Washington;1;6850.0
02/06/2010;USA;Washington;2;250.0
10/15/2010;USA;Washington;3;1450.0
12/12/2010;USA;Washington;4;2450.0
03/04/2010;USA;Washington;5;4950.0
04/05/2010;USA;Washington;1;6850.0
09/15/2010;USA;Washington;2;250.0
11/15/2010;USA;Washington;3;1450.0
06/03/2010;USA;Washington;4;2450.0
06/02/2010;USA;Washington;5;4950.0
01/12/2010;USA;Washington;1;6850.0
12/05/2010;USA;Washington;2;250.0
04/10/2010;USA;Washington;3;1450.0
08/10/2010;USA;Washington;2;250.0
12/08/2010;USA;Washington;2;250.0
03/05/2010;USA;Washington;2;250.0
08/06/2010;USA;Washington;2;250.0
10/06/2010;USA;Washington;2;250.0
05/01/2005;RUS;Moscow;2;250.0
06/05/2005;RUS;Moscow;3;1450.0
03/01/2005;RUS;Moscow;4;2450.0
03/07/2005;RUS;Moscow;5;4950.0
10/14/2005;RUS;Moscow;1;6850.0
12/04/2005;RUS;Moscow;2;250.0
02/10/2005;RUS;Moscow;2;250.0
02/13/2005;RUS;Moscow;2;250.0
11/05/2005;RUS;Moscow;2;250.0
10/04/2006;RUS;Moscow;2;250.0
02/13/2006;RUS;Moscow;3;1450.0
08/11/2006;RUS;Moscow;4;2450.0
05/05/2006;RUS;Moscow;5;4950.0
06/14/2006;RUS;Moscow;1;6850.0
02/11/2006;RUS;Moscow;2;250.0
02/11/2006;RUS;Moscow;3;1450.0
02/13/2006;RUS;Moscow;2;250.0
06/13/2006;RUS;Moscow;2;250.0
06/02/2006;RUS;Moscow;2;250.0
02/14/2006;RUS;Moscow;2;250.0
08/15/2006;RUS;Moscow;2;250.0
04/14/2007;RUS;Moscow;2;250.0
03/14/2007;RUS;Moscow;3;1450.0
11/13/2007;RUS;Moscow;4;2450.0
05/05/2007;RUS;Moscow;5;4950.0
09/13/2007;RUS;Moscow;1;6850.0
05/10/2007;RUS;Moscow;2;250.0
12/10/2007;RUS;Moscow;3;1450.0
05/12/2007;RUS;Moscow;4;2450.0
09/12/2007;RUS;Moscow;2;250.0
04/14/2007;RUS;Moscow;2;250.0
04/03/2007;RUS;Moscow;2;250.0
02/12/2007;RUS;Moscow;2;250.0
03/12/2008;RUS;Moscow;2;250.0
03/15/2008;RUS;Moscow;3;1450.0
05/03/2008;RUS;Moscow;4;2450.0
03/13/2008;RUS;Moscow;5;4950.0
04/08/2008;RUS;Moscow;1;6850.0
06/13/2008;RUS;Moscow;2;250.0
07/10/2008;RUS;Moscow;3;1450.0
06/06/2008;RUS;Moscow;4;2450.0
03/02/2008;RUS;Moscow;2;250.0
12/10/2008;RUS;Moscow;3;1450.0
08/15/2008;RUS;Moscow;2;250.0
09/08/2008;RUS;Moscow;2;250.0
08/14/2008;RUS;Moscow;2;250.0
03/15/2009;RUS;Moscow;2;250.0
05/01/2009;RUS;Moscow;3;1450.0
08/09/2009;RUS;Moscow;4;2450.0
08/08/2009;RUS;Moscow;5;4950.0
04/06/2009;RUS;Moscow;1;6850.0
08/04/2009;RUS;Moscow;2;250.0
06/10/2009;RUS;Moscow;3;1450.0
06/10/2009;RUS;Moscow;4;2450.0
02/10/2009;RUS;Moscow;2;250.0
01/09/2009;RUS;Moscow;2;250.0
09/07/2009;RUS;Moscow;2;250.0
02/08/2009;RUS;Moscow;2;250.0
04/09/2010;RUS;Moscow;2;250.0
04/15/2010;RUS;Moscow;3;1450.0
11/07/2010;RUS;Moscow;4;2450.0
05/02/2010;RUS;Moscow;5;4950.0
03/04/2010;RUS;Moscow;1;6850.0
07/09/2010;RUS;Moscow;2;250.0
09/13/2010;RUS;Moscow;3;1450.0
01/09/2010;RUS;Moscow;4;2450.0
03/08/2010;RUS;Moscow;2;250.0
08/05/2010;RUS;Moscow;3;1450.0
09/09/2010;RUS;Moscow;2;250.0
11/12/2005;BRA;Brasília;2;250.0
11/12/2005;BRA;Brasília;3;1450.0
01/08/2005;BRA;Brasília;4;2450.0
05/12/2005;BRA;Brasília;5;4950.0
04/15/2005;BRA;Brasília;2;250.0
09/02/2005;BRA;Brasília;3;1450.0
04/07/2005;BRA;Brasília;4;2450.0
08/08/2005;BRA;Brasília;2;250.0
06/04/2005;BRA;Brasília;3;1450.0
03/15/2005;BRA;Brasília;2;250.0
04/02/2005;BRA;Brasília;2;250.0
08/02/2005;BRA;Brasília;2;250.0
08/09/2006;BRA;Brasília;2;250.0
08/05/2006;BRA;Brasília;3;1450.0
08/11/2006;BRA;Brasília;4;2450.0
10/07/2006;BRA;Brasília;5;4950.0
09/03/2006;BRA;Brasília;1;6850.0
02/04/2006;BRA;Brasília;2;250.0
04/06/2006;BRA;Brasília;2;250.0
01/06/2006;BRA;Brasília;2;250.0
07/03/2006;BRA;Brasília;2;250.0
06/14/2007;BRA;Brasília;2;250.0
09/08/2007;BRA;Brasília;3;1450.0
05/13/2007;BRA;Brasília;4;2450.0
04/14/2007;BRA;Brasília;5;4950.0
09/04/2007;BRA;Brasília;1;6850.0
05/05/2007;BRA;Brasília;2;250.0
06/02/2007;BRA;Brasília;3;1450.0
11/13/2007;BRA;Brasília;2;250.0
08/03/2007;BRA;Brasília;2;250.0
08/12/2007;BRA;Brasília;2;250.0
06/05/2008;BRA;Brasília;2;250.0
01/01/2008;BRA;Brasília;3;1450.0
06/12/2008;BRA;Brasília;4;2450.0
03/02/2008;BRA;Brasília;5;4950.0
06/08/2008;BRA;Brasília;1;6850.0
06/15/2008;BRA;Brasília;2;250.0
01/13/2008;BRA;Brasília;3;1450.0
07/01/2008;BRA;Brasília;2;250.0
11/07/2008;BRA;Brasília;3;1450.0
01/06/2008;BRA;Brasília;2;250.0
08/15/2008;BRA;Brasília;2;250.0
04/14/2009;BRA;Brasília;2;250.0
01/12/2009;BRA;Brasília;3;1450.0
06/13/2009;BRA;Brasília;4;2450.0
05/13/2009;BRA;Brasília;5;4950.0
05/09/2009;BRA;Brasília;1;6850.0
06/08/2009;BRA;Brasília;2;250.0
03/04/2009;BRA;Brasília;3;1450.0
01/14/2009;BRA;Brasília;2;250.0
04/11/2009;BRA;Brasília;3;1450.0
11/12/2009;BRA;Brasília;2;250.0
09/08/2009;BRA;Brasília;2;250.0
09/08/2010;BRA;Brasília;2;250.0
11/01/2010;BRA;Brasília;3;1450.0
02/08/2010;BRA;Brasília;4;2450.0
03/11/2010;BRA;Brasília;5;4950.0
11/04/2010;BRA;Brasília;1;6850.0
10/03/2010;BRA;Brasília;2;250.0
07/03/2010;BRA;Brasília;3;1450.0
03/09/2010;BRA;Brasília;4;2450.0
02/07/2010;BRA;Brasília;2;250.0
11/13/2010;BRA;Brasília;2;250.0
05/02/2010;BRA;Brasília;2;250.0
01/14/2010;BRA;Brasília;2;250.0
12/09/2010;BRA;Brasília;2;250.0
03/13/2010;BRA;Brasília;2;250.0
12/15/2005;BEL;Brussels;2;250.0
08/14/2005;BEL;Brussels;3;1450.0
02/14/2005;BEL;Brussels;2;250.0
06/04/2005;BEL;Brussels;2;250.0
06/08/2005;BEL;Brussels;2;250.0
08/02/2005;BEL;Brussels;2;250.0
09/14/2005;BEL;Brussels;2;250.0
02/02/2005;BEL;Brussels;2;250.0
05/11/2006;BEL;Brussels;2;250.0
07/15/2006;BEL;Brussels;3;1450.0
10/15/2006;BEL;Brussels;2;250.0
04/10/2006;BEL;Brussels;3;1450.0
02/07/2007;BEL;Brussels;2;250.0
03/06/2007;BEL;Brussels;3;1450.0
03/09/2007;BEL;Brussels;2;250.0
02/02/2007;BEL;Brussels;3;1450.0
11/11/2007;BEL;Brussels;2;250.0
01/15/2008;BEL;Brussels;2;250.0
08/11/2008;BEL;Brussels;3;1450.0
10/05/2008;BEL;Brussels;2;250.0
11/08/2008;BEL;Brussels;3;1450.0
12/07/2008;BEL;Brussels;2;250.0
09/04/2009;BEL;Brussels;2;250.0
08/11/2009;BEL;Brussels;3;1450.0
06/06/2009;BEL;Brussels;2;250.0
10/07/2009;BEL;Brussels;3;1450.0
07/13/2009;BEL;Brussels;2;250.0
07/10/2010;BEL;Brussels;2;250.0
12/11/2010;BEL;Brussels;3;1450.0
08/10/2010;BEL;Brussels;2;250.0
03/12/2010;BEL;Brussels;3;1450.0
10/08/2010;BEL;Brussels;2;250.0
07/08/2010;BEL;Brussels;2;250.0
10/06/2005;ESP;Madrid;2;250.0
02/04/2005;ESP;Madrid;3;1450.0
11/12/2005;ESP;Madrid;4;2450.0
02/04/2005;ESP;Madrid;5;4950.0
08/06/2005;ESP;Madrid;2;250.0
08/09/2005;ESP;Madrid;3;1450.0
10/08/2005;ESP;Madrid;2;250.0
11/15/2005;ESP;Madrid;2;250.0
05/06/2005;ESP;Madrid;2;250.0
06/01/2005;ESP;Madrid;2;250.0
09/05/2006;ESP;Madrid;2;250.0
02/04/2006;ESP;Madrid;3;1450.0
03/10/2006;ESP;Madrid;4;2450.0
05/04/2006;ESP;Madrid;5;4950.0
05/01/2006;ESP;Madrid;2;250.0
